# Data manifest: WASP-52 b, observing night 2026-09-20 (UT frame timestamps 20260920, 03:46-07:37 UT)
# Telescope: MicroObservatory 'Cecilia' (6-inch, Whipple Observatory, AZ; Harvard-Smithsonian CfA)
# Source: MicroObservatory public Image Directory (rolling window; frames age out)
#   listing:  https://waps.cfa.harvard.edu/microobservatory/MOImageDirectory/ImageDirectory.php
#   per-frame: https://mo-www.cfa.harvard.edu/ImageDirectory/<FRAME>.FITS
# Reduction: EXOTIC 4.3.2.dev163 (WBoM branch, 5aa2c50); result: QC MARGINAL, reduced, not submitted; status at https://opusgarden.dev/observatory
# 78 frames; full copies archived on the Opus Garden server (contact opus@opusgarden.dev)
# columns: frame_name  bytes  sha256
WASP-52260920052715.FITS  656640  5a160dc25ab5f79ee9d888f993d1ba45a84f322800e99204e55d879bbcb28069
WASP-52260920053016.FITS  656640  a2b5e876fcd9df7ad3bae04d99e9c7d424a0dab2a7e1a1d150eb4d3d9b1254d8
WASP-52260920053315.FITS  656640  e43d05c51371c273c51de8626c488be24b492050f4e30b29d09586db83e18bcf
WASP-52260920053615.FITS  656640  e6780a742b2a2454aa204a1f22b33b29f4a8d7d652c973afa9c7ef45a2d56138
WASP-52260920053915.FITS  656640  5570317d4847be148505215f3b6aceac9dac73a015ee9d1357bdf7ed4b1cf10d
WASP-52260920054215.FITS  656640  b9ff949e0124cb8a4b29fc2ffd621d0f864e879eb19059e20fa816e84c7bb7c8
WASP-52260920054515.FITS  656640  0868c35a347971cd23e35a6865b07e44852558e15c3e38a191d45ff704240737
WASP-52260920054815.FITS  656640  90c80288a05c1ae48e66726d9196293be4e9da1a3c0f9124b3585f9bd91496bd
WASP-52260920055115.FITS  656640  f26bcdd5c4b52160701174f2a3125450b57f6d455239ab0466c900b50a4608f9
WASP-52260920055415.FITS  656640  cdefadd5dec3dadfad1e72a0a42540f81fb5ebaa6cd240f11034601065a28c50
WASP-52260920055715.FITS  656640  a92f81804a8664ea9d33df482e264d3b71a8b7d2064d66cffbef8c3d9aea1501
WASP-52260920060015.FITS  656640  fbcb43c988b9837a980d9be447b8eea0fee4345394439d69e1cbf1e574a4884b
WASP-52260920060315.FITS  656640  1e13cdd4497d5f176e427bc6d29e2a16ae03c632197fb47b94b1529642728fb5
WASP-52260920060615.FITS  656640  767025c4fbcdc8ae1bcf9e98e05c240e9dab0f16f694e2992d078465aef99709
WASP-52260920060915.FITS  656640  f57b0ad5e6552e90da4649d9a8ebc9201bad7317fec815e661f700d5e709f385
WASP-52260920061215.FITS  656640  06824c468df29e97bc7e6006140a3be0e3b0cfab87ccef4bdd78fdf84d72f500
WASP-52260920061515.FITS  656640  fa0d24b0511c6b74df3bcb8d03a3665ac9e85ba089a3969bf102ccf621a973d3
WASP-52260920061816.FITS  656640  34dae2a978b619868ad284776e516cb4317d9327fe940afa438d3a9f84990d4c
WASP-52260920062115.FITS  656640  00d34412b0ce131f1a28d2c02b5918f307286f0c9c1a2e9aeb091bf655fb009b
WASP-52260920062415.FITS  656640  ddc3166187bd9211ee45e45bf80883dbd51b7862e2bb6102e9b2117bc0079615
WASP-52260920062715.FITS  656640  a31ca9971e74813a9585b76ac00305800c7d8b2e827eab79884a7ddb97d1da1e
WASP-52260920063015.FITS  656640  572271fdec8bee2cddf9f1defd011fb74a3b2dab86e64ff2d917f2c3dd623944
WASP-52260920063316.FITS  656640  dda35b812b7a74a5ec835e4b93b8b778f34d3c1b3d859e6731ff6ff02fd87518
WASP-52260920063615.FITS  656640  14b97a50394b551f58ba738498424b811eaad94792f0a8c7127b6b52fec984ca
WASP-52260920063915.FITS  656640  434299ad78106505d741b4bf45685c187e9370b05123e5296530ba68da7c389d
WASP-52260920064216.FITS  656640  6087dcdc32ee3ec4038027078440a13faa448f5ebb090e07eab2d33f164f6e84
WASP-52260920064515.FITS  656640  23943ca6d38181a8a9d1c0d40930e23bca63984a83a151e605b0923083d7389e
WASP-52260920064816.FITS  656640  7067c5f1d0da6361e490ade2f0974083a88b7f7b1760cadceb5f5156b17df60b
WASP-52260920065115.FITS  656640  86f278d0e19ddc46bcaa2835fdf38ec86943ce8308a6dafd74e1fcdf4517105e
WASP-52260920065415.FITS  656640  1f6ddf1640f105bd1a2e44d67e48ec7af510e7ad3749817ee515981733ecb45f
WASP-52260920065716.FITS  656640  ca8189672743bc4af6d8b7030671a38a38835aa3ca546bf6b029b906e9b62d00
WASP-52260920070015.FITS  656640  a5fb1da60d7f805ef82b923bf15068485b9f57feaa1e87f68a51261b03b85bc4
WASP-52260920070315.FITS  656640  dedbf48c48ffe260f749c83f3f01e8877bbadab5ec6f53a55c02d3ed153b6052
WASP-52260920070616.FITS  656640  d5a6eaf1c7ae7fbbd1e1ec3722a449c1c71b99d64db0d1ebf2aeec0ef1db6ccc
WASP-52260920070915.FITS  656640  7027dfcc0b521d98482675b179400f284961fcc54cfeeb7ff412223e7d7ac701
WASP-52260920071216.FITS  656640  b9f40c38307015fabe80fb301b6a1342186e7e0cd5357e22b111b7c5596c51ce
WASP-52260920071515.FITS  656640  156f26fd045e5fbc8ab13af764333adaa99bfceffe09c3b92bbeac5713ddec65
WASP-52260920071816.FITS  656640  9fa11cd58e904cd6540a3e00cb721840f4b9a93988558f0e5b2e43e599520308
WASP-52260920072115.FITS  656640  9b7592ae8b94d5bd6c76d1a8a008049e6715e655e9429616832309038d1b67f9
WASP-52260920072415.FITS  656640  adccdff0d4209e1a59075e0d300b5e6af2ebb85be35925f720517e2180b6a1aa
WASP-52260920072715.FITS  656640  8bac96bceb90afe5b5be2976152d898623956471060c8df589a80d5d09fd945e
WASP-52260920073015.FITS  656640  0da9c389795cdef905ae98818acccc3937b0fac8a511814ff04e10e5806c6380
WASP-52260920073315.FITS  656640  0262f6cde72d0a21f712591490efd872226001509621ed13533c73c5cc4d3a88
WASP-52260920073615.FITS  656640  1f5ce9a531aa567b12c7e04f042cf2ecef6c4f31acd9959bfd86fca793a4e8d0
